robot_x,robot_y,left,middle,right
0.0,0.0,44.92450952529907,14.920318126678467,516.7606592178345
0.0,0.0,42.336249351501465,14.932584762573242,680.8841586112976
0.0,0.0,41.92327260971069,14.891695976257324,1254.0631651878357
0.0,0.0,41.86602830886841,14.97347354888916,1658.3305954933167
0.0,0.0,42.34442710876465,14.376497268676758,1589.0077471733093
0.0,0.0,42.25856065750122,15.390539169311523,3071.483850479126
0.0,0.0,42.401671409606934,14.92849588394165,2940.5579566955566
0.0,0.0,46.00397348403931,14.944851398468018,2280.0813913345337
0.0,0.0,41.98869466781616,15.345561504364014,432.644248008728
0.0,0.0,42.3198938369751,14.920318126678467,891.5799856185913
0.0,0.0,42.37304925918579,14.916229248046875,305.6886553764343
0.0,0.0,42.34442710876465,15.366005897521973,1970.4347014427185
0.0,0.0,42.29536056518555,14.940762519836426,1177.102291584015
0.0,0.0,41.9682502746582,14.932584762573242,1481.552016735077
0.0,0.0,41.8701171875,14.879429340362549,420.97867727279663
0.0,0.0,42.634737491607666,14.97347354888916,1948.2198238372803
0.0,0.0,42.315804958343506,14.944851398468018,2713.1181716918945
0.0,0.0,42.32398271560669,14.936673641204834,1638.5158896446228
0.0,0.0,42.38940477371216,14.867162704467773,1447.974145412445
0.0,0.0,41.91100597381592,15.374183654785156,910.1884722709656
0.0,0.0,41.9191837310791,14.887607097625732,1309.0136051177979
0.0,0.0,41.93553924560547,14.932584762573242,1241.2813305854797
0.0,0.0,42.495715618133545,14.912140369415283,1710.8563303947449
0.0,0.0,42.13589429855347,14.421474933624268,630.9098839759827
0.0,0.0,42.39349365234375,14.523696899414062,305.62323331832886
0.0,0.0,41.97642803192139,14.446008205413818,1317.54709482193
0.0,0.0,42.405760288238525,14.474630355834961,113.92024755477905
0.0,0.0,42.291271686553955,14.556407928466797,230.35515546798706
0.0,0.0,42.41393804550171,14.515519142150879,182.65838623046875
0.0,0.0,42.45482683181763,14.932584762573242,331.4281463623047
0.0,0.0,42.05820560455322,14.466452598571777,1649.0243077278137
0.0,0.0,42.839181423187256,14.72405195236206,701.6761064529419
0.017013565891625105,-0.000339809748167877,43.83277893066406,43.70602369308472,346.70010805130005
0.06806392149751644,-0.00023940692266268416,31.60703182220459,18.493998050689697,380.5601119995117
0.0935835164229727,0.00030008265999853577,51.622092723846436,49.30778741836548,206.7091703414917
0.12759112001320616,0.0016363363890640266,53.75239849090576,34.72275733947754,191.82565212249756
0.16999946892579917,0.004958933716400799,54.81959581375122,42.62655973434448,141.39751195907593
0.20376593688107641,0.009201721492954028,43.62424612045288,30.269968509674072,430.48532009124756
0.25402416496529867,0.018147541672209208,62.21637725830078,34.26480293273926,67.06169843673706
0.2956675032642361,0.026841808006539323,82.45223760604858,39.310479164123535,598.072099685669
0.32868919023786325,0.035077161028310974,87.65329122543335,43.18673610687256,224.32814836502075
